state_name,state,year,Population,Employment,Unemployment ,Unemployment rate,Marginally Food Insecure,Food Insecure,Very Low Food Secure,Gross State Product,Number of low income uninsured children,Percent Low Income Unisured Children,Personal income,Workers' compensation,AFDC/TANF Recipients,AFDC/TANF Caseloads,Food Stamp/SNAP Recipients,Food Stamp/SNAP Caseloads,AFDC/TANF Benefit for 2-Person family,AFDC/TANF Benefit for 3-person family,AFDC/TANF benefit for 4-person family,FS/SNAP Benefit for 1-person family,FS/SNAP Benefit for 2-person family,FS/SNAP Benefit for 3-person family,FS/SNAP Benefit for 4-person family,AFDC/TANF_FS 2-Person Benefit,AFDC/TANF_FS 3-Person Benefit,AFDC/TANF_FS 4-Person Benefit,Child-only AFDC/TANF cases,SSI-Federal,SSI-State,Total SSI,SSI_FS Benefit,Number of Poor (thousands),Poverty Rate,Governor is Democrat (1=Yes),Number in Lower House Democrat,Number in Lower House Republican,Fraction of State House that is Democrat,Number in Upper House Democrat,Number in Upper House Republican,Fraction of State Senate that is Democrat,EITC Phase-In Rate No Dependents,EITC Phase-In Rate 1 Dependent,EITC Phase-In Rate 2 Dependents,EITC Maximum Credit No Dependents,EITC Maximum Credit 1 Dependent,EITC Maximum Credit 2 Dependents,EITC Phase-Out Rate No Dependents,EITC Phase-Out Rate 1 Dependent,EITC Phase-Out Rate 2 Dependents,State EITC Rate,Wisconsin EITC Rate 2 Dependents,Wisconsin EITC Rate 3 Dependents,Refundable State EITC (1=Yes),Federal Minimum Wage,State Minimum Wage,SSI recipients,SSI recipients--Aged,SSI recipients--Blind,SSI recipients--Disabled,Medicaid beneficiaries,WIC participation,NSLP Free Participation,NSLP Reduced Participation,NSLP Total Participation,SBP Free Participation,SBP Reduced Participation,SBP Total Participation
MI,23,2006,10036081,4722716,348965,6.90,20.18368,12.04362,3.72511,397304,82.5,3.2,339720275,73082,219813,82953,1133793,515030,401,489,593,152,278,399,506,679,888,1081,27101,603,14,617,744,1323,13.3,1,58,52,0.53,17,21,0.45,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,6.95,225160,16680,1697,206783,1530601,229770,399202,79486,884793,173655,18114,233608
MN,24,2006,5163555,2774524,118505,4.10,18.65134,11.02340,3.32393,251451,51.4,3.9,204381386,100960,66843,27479,263986,125764,437,532,621,152,278,399,506,715,931,1101,9761,603,81,684,791,422,8.2,0,85,49,0.63,44,23,0.66,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.330,,,1,5.15,6.15,75793,10266,724,64803,585224,129066,167935,51573,597114,70779,15757,123880
MS,25,2006,2904978,1199871,87363,6.80,30.81651,18.41521,7.71546,87293,92.1,11.3,81373556,33885,27833,13417,447710,181184,146,170,194,152,278,399,506,424,569,700,7053,603,0,603,734,596,20.6,0,74,47,0.61,25,27,0.48,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,5.15,123679,14157,969,108553,624872,97267,280869,32349,404503,155022,12186,186254
MO,26,2006,5842704,2889461,146548,4.80,21.49042,13.31984,4.10654,234590,85.6,5.8,201040578,94228,93286,38580,796350,301019,234,292,342,152,278,399,506,512,691,848,10973,603,0,603,734,659,11.4,0,71,92,0.44,13,21,0.38,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,5.15,119795,9219,975,109601,893326,132493,265092,59709,634351,139725,20843,210550
MT,27,2006,952692,476412,15946,3.20,16.66167,8.84919,2.60263,32875,19.3,8.5,29974644,134104,9907,3812,81567,35268,353,442,532,152,278,399,506,631,841,1038,1330,603,0,603,734,125,13.5,1,49,50,0.49,26,24,0.52,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,5.15,15208,1087,131,13990,84117,20156,31584,9014,83073,14448,2428,22341
NE,28,2006,1772693,943176,29426,3.00,15.02308,7.86943,2.21178,78355,24.4,5.2,63797275,9588,24266,10097,119683,51285,293,364,435,152,278,399,506,571,763,941,3542,603,0,603,734,180,10.2,0,,,,,,,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.080,,,1,5.15,5.15,22621,2046,244,20331,205822,41359,73401,23953,232823,29944,5315,50579
NV,29,2006,2522658,1222277,54110,4.20,19.38912,12.65878,4.56683,125205,63.8,9.3,100563797,36598,12237,5399,117920,54517,289,348,407,152,278,399,506,567,747,913,3377,603,36,639,760,241,9.5,0,27,15,0.64,10,11,0.48,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,6.15,34468,8823,670,24975,174505,51684,93103,22093,181940,37491,5736,54896
NH,30,2006,1308389,708748,25899,3.50,14.93643,8.49857,1.49832,58302,7.7,2.4,54511648,16164,13742,6105,56338,27377,556,625,688,152,278,399,506,827,997,1148,2032,603,27,630,753,71,5.4,1,239,161,0.60,14,10,0.58,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,5.15,14470,869,157,13444,111689,16407,23654,8157,112654,9119,1582,19926
NJ,31,2006,8661679,4257899,207168,4.60,13.87023,8.28323,2.40769,469640,146.2,6.6,416610740,342910,101065,40832,405667,194108,322,424,488,152,278,399,506,600,823,994,12147,603,31,634,756,762,8.8,1,49,31,0.61,22,18,0.55,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.200,,,1,5.15,7.15,154482,33722,960,119800,882220,149308,266526,56494,638688,103863,12328,146849
NM,32,2006,1962137,886708,37808,4.10,24.49873,14.93905,4.68656,77716,62.4,11.7,60060375,37303,43040,16895,244672,95499,310,389,469,152,278,399,506,588,788,975,5835,603,0,603,734,328,16.9,1,42,28,0.60,24,18,0.57,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,5.15,55182,8457,476,46249,406101,64231,135016,24022,213111,81153,11811,113812
NY,33,2006,19104631,9062464,437408,4.60,19.67111,10.13615,3.42026,1080201,233.4,4.9,856087547,2128528,307910,134903,1785914,935068,502,691,826,152,278,399,506,780,1043,1244,61665,603,87,690,795,2668,14.0,1,108,42,0.72,29,33,0.47,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.300,,,1,5.15,6.75,641870,135790,2992,503088,4136829,481089,961362,173174,1820880,375834,47271,520242
NC,34,2006,8917270,4261325,212829,4.80,24.63265,14.81076,4.31980,383966,197.6,8.5,301498216,97132,58801,30172,854407,376577,236,272,297,152,278,399,506,514,671,803,19098,603,0,603,734,1225,13.8,1,67,52,0.56,31,19,0.62,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,5.15,202613,24302,1771,176540,1324420,232990,481042,88331,945601,255672,31616,357738
ND,35,2006,649422,349368,11545,3.20,13.38638,7.48804,2.49968,26801,9.5,6.2,21334131,82929,6840,2686,42576,19288,378,477,573,152,278,399,506,656,876,1067,701,603,0,603,734,70,11.4,0,33,61,0.35,21,26,0.45,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,5.15,8035,954,74,7007,53679,14411,20426,6719,78388,9167,1671,17488
OH,36,2006,11481213,5602764,321406,5.40,21.94441,13.52539,4.37103,480382,133.6,4.6,395086238,2001267,170195,79485,1063290,480582,336,410,507,152,278,399,506,614,809,1013,43048,603,0,603,734,1371,12.1,1,46,53,0.46,12,21,0.36,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,5.15,254012,15242,1835,236935,1765589,276757,446498,91039,1085362,201917,21580,283275
OK,37,2006,3594090,1650070,71101,4.10,25.13352,12.52875,5.63048,138916,69.5,7.4,121286643,279462,22546,10208,435519,181135,225,292,361,152,278,399,506,503,691,867,6211,603,48,651,768,531,15.2,1,44,57,0.44,24,24,0.50,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.050,,,1,5.15,5.15,82386,7717,780,73889,584647,119374,222042,46119,412947,129437,19383,184016
OR,38,2006,3670883,1792039,101228,5.30,22.73134,13.42743,5.50076,163182,69.5,7.6,127173356,511374,41835,18524,434239,222930,441,514,631,152,278,399,506,719,913,1108,8575,603,2,605,736,439,11.8,1,31,29,0.52,17,11,0.61,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.050,,,1,5.15,7.50,62280,7949,647,53684,397885,102907,152692,32505,301199,89971,13231,135208
PA,39,2006,12510809,6021084,286574,4.50,19.94417,10.64278,3.25939,533796,145.5,5.0,476824522,394463,245071,94696,1092298,496774,316,403,497,152,278,399,506,594,802,1003,28635,603,27,630,753,1397,11.3,1,102,101,0.50,21,29,0.42,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,5.15,325822,28797,2144,294881,1693815,242041,419088,97636,1136505,168119,21571,248911
RI,40,2006,1063096,543973,29027,5.10,15.99568,8.47021,2.24339,47530,9.5,3.7,41257610,13848,23977,9689,73195,34241,449,554,634,152,278,399,506,727,947,1110,2766,603,57,660,774,110,10.5,0,60,15,0.80,33,5,0.87,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.250,,,0,5.15,7.10,30720,3923,193,26604,187255,22549,40196,7656,83806,18685,2107,25799
SC,41,2006,4357847,1970912,134123,6.40,27.49969,14.58829,5.39943,152084,77.6,7.1,135575067,243974,35548,15678,534294,226850,191,240,290,152,278,399,506,469,639,796,7659,603,0,603,734,474,11.2,0,51,73,0.41,20,26,0.43,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,5.15,105411,11760,1381,92270,788532,108656,273339,43569,491154,163467,18518,222511
SD,42,2006,783033,421799,13551,3.10,19.48020,9.99296,3.89584,32489,9.7,4.8,26554750,14257,6093,2823,58466,23781,454,508,561,152,278,399,506,732,907,1059,1834,603,15,618,745,82,10.7,0,20,50,0.29,15,20,0.43,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,5.15,12748,1630,92,11026,102111,21100,34498,9749,105036,15910,2104,23672
TN,43,2006,6088766,2852509,156439,5.20,20.31517,10.71335,3.75195,239515,76.1,5.0,201594233,87952,179985,68129,870416,387090,142,185,226,152,278,399,506,420,584,732,17827,603,0,603,734,879,14.9,1,53,46,0.54,16,16,0.50,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,5.15,162574,16042,1524,145008,1266644,156801,348174,59764,685621,181319,22136,250451
TX,44,2006,23359580,10757510,556831,4.90,27.45641,17.38523,4.57711,1093794,955.0,13.9,828658892,577258,160806,70798,2622548,1017313,193,223,268,152,278,399,506,471,622,774,45074,603,0,603,734,3816,16.4,0,69,81,0.46,11,20,0.35,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,5.15,524458,109073,6539,408846,3009077,887107,1828293,301882,3007594,1005241,116799,1329316
UT,45,2006,2525507,1285389,39044,2.90,23.67607,14.74746,4.10471,106720,63.4,7.6,80276973,254285,18229,7463,131753,53967,380,474,555,152,278,399,506,658,873,1055,2964,603,0,603,734,235,9.3,0,20,55,0.27,8,21,0.28,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,5.15,23532,2320,259,20953,204600,66602,98384,36594,304678,37434,7097,57683
VT,46,2006,622892,343149,13278,3.70,20.10661,11.40796,5.23373,24330,5.0,3.4,22902752,5625,10946,4429,47677,23696,536,640,726,152,278,399,506,813,1007,1174,1082,603,52,655,771,48,7.8,0,93,49,0.65,23,7,0.77,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.320,,,1,5.15,7.25,13457,1122,89,12246,127213,16066,17514,5508,55431,10644,2048,19358
VA,47,2006,7673725,3862508,121209,3.00,14.44867,8.73112,3.47173,375955,112.6,5.9,322869696,130047,26047,9148,506656,224843,254,320,382,152,278,399,506,532,719,888,0,603,0,603,734,651,8.6,1,40,57,0.41,17,23,0.43,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.200,,,0,5.15,5.15,139313,20512,1254,117547,732007,140695,261407,67507,745038,128607,20850,206415
WA,48,2006,6370753,3155384,163868,4.90,16.68036,8.70231,2.08569,315275,61.3,3.8,255717399,1643792,128323,54168,535768,270202,440,546,642,152,278,399,506,718,941,1116,20872,603,46,649,767,502,8.0,1,63,35,0.64,32,17,0.65,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,7.35,118946,15009,921,103016,930344,160490,235633,60267,522978,104327,17083,148369
WV,49,2006,1827912,777210,36736,4.50,20.65040,12.04490,2.82624,56666,14.2,3.4,51603957,208452,23726,10865,267630,118282,301,340,384,152,278,399,506,579,739,890,5306,603,0,603,734,277,15.3,1,72,28,0.72,23,11,0.68,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,5.85,77987,4020,576,73391,317378,49704,93972,22336,207594,57532,10125,94959
WI,50,2006,5577655,2932482,144614,4.70,17.19108,9.14205,2.47663,237020,42.6,3.1,202390953,37996,39521,17951,367918,154558,628,628,628,152,278,399,506,878,999,1106,11470,603,84,687,793,555,10.1,1,47,52,0.47,18,15,0.55,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.040,0.140,0.430,1,5.15,5.70,93549,8110,905,84534,847434,112181,181274,51493,591230,59259,9808,94575
WY,51,2006,522667,276882,9076,3.20,18.08695,11.24621,2.72183,33075,6.0,4.7,23193002,121777,508,290,24236,10134,320,340,340,152,278,399,506,598,739,846,238,603,10,613,741,51,10.0,1,17,43,0.28,7,23,0.23,0.0765,0.3400,0.4000,412,2747,4536,0.0765,0.1598,0.2106,0.000,,,0,5.15,5.15,5786,406,42,5338,61279,12513,16178,6593,52305,6998,1736,12460
AL,1,2007,4672840,2104157,74323,3.40,20.40070,11.43515,4.80733,169689,51.0,4.4,153104016,81170,43035,18458,545955,220917,190,215,245,155,284,408,518,474,623,763,8959,623,0,623,756,662,14.5,0,62,43,0.59,22,13,0.63,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,5.85,165521,15577,894,149050,719397,126280,296569,54075,577930,145455,17014,196408
AK,2,2007,680300,330004,21366,6.10,22.27591,11.18572,2.64537,49194,9.0,4.8,28454520,19142,8589,3248,56181,21318,821,923,1025,183,336,482,612,1157,1397,1598,1011,623,362,985,1141,51,7.6,0,17,23,0.43,9,11,0.45,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,7.15,11440,2062,94,9284,96217,25205,28707,6416,53233,10319,1591,14250
AZ,3,2007,6167681,2898136,111606,3.70,20.82627,13.89153,5.23877,262380,196.0,11.2,221194494,520507,78111,36247,544688,222304,275,347,418,155,284,408,518,559,755,936,17828,623,0,623,756,912,14.3,1,27,33,0.45,13,17,0.43,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,6.75,100724,13561,825,86338,1097241,186470,341607,68653,633312,146398,21472,210085
AR,4,2007,2848650,1290188,72414,5.30,31.71935,16.17968,4.09507,103592,42.0,5.8,88830539,46802,19460,8598,379768,158087,162,204,247,155,284,408,518,446,612,765,3912,623,0,623,756,387,13.8,1,75,25,0.75,27,8,0.77,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,6.25,95802,8529,754,86519,619731,84457,190981,35429,347596,107512,13741,147241
CA,5,2007,36250311,16960730,960296,5.40,23.39367,12.67024,3.65239,1949059,706.0,7.2,1564440661,2568926,1158811,471955,2048185,827258,584,723,862,155,284,408,518,858,1079,1288,220316,623,233,856,920,4589,12.7,0,48,32,0.60,25,15,0.63,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,7.50,1247231,365340,20875,861016,8103655,1378794,1817195,390085,2987912,774320,124029,1027993
CO,6,2007,4803868,2583404,101636,3.80,18.95659,12.49472,5.69501,244349,105.0,8.5,202717905,449848,27540,10979,250704,106899,280,356,432,155,284,408,518,564,764,950,4739,623,25,648,774,478,9.8,1,40,25,0.62,20,15,0.57,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,6.85,58497,8764,514,49219,405042,91062,160988,34311,364749,60999,9027,90740
CT,7,2007,3527270,1760875,84820,4.60,18.37963,8.90578,3.47303,236036,19.0,2.3,196404584,68455,34561,17472,212562,113187,443,543,639,155,284,408,518,727,951,1132,7960,623,0,623,756,309,8.9,0,107,44,0.71,23,13,0.64,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,7.65,54197,6684,456,47057,446115,53205,117582,25364,316382,44788,4864,59559
DE,8,2007,871749,427265,15576,3.50,15.25237,10.39174,4.45518,56381,12.0,5.7,35767509,16775,8624,4116,67185,29116,270,338,407,155,284,408,518,554,746,925,2575,623,0,623,756,80,9.3,1,19,22,0.46,13,8,0.62,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.200,,,0,5.85,6.65,14401,1263,97,13041,147005,20426,35399,5994,85672,17709,2162,28910
DC,9,2007,574404,307920,17794,5.50,19.77960,13.29519,3.37776,96625,5.0,4.3,37094227,22794,14613,6179,86519,45129,320,407,498,155,284,408,518,604,815,1016,2297,623,0,623,756,104,18.0,,,,,,,,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.350,,,1,5.85,7.00,22102,1926,142,20034,144799,15190,29962,2579,41501,14243,1197,19206
FL,10,2007,18367842,8839027,366749,4.00,19.42275,11.62638,4.84268,773521,498.0,11.8,731746187,443385,76472,47843,1232803,627987,241,303,364,155,284,408,518,525,711,882,38078,623,0,623,756,2250,12.5,0,42,77,0.35,14,26,0.35,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,6.67,431015,99352,2661,329002,2046800,420514,817200,184748,1536860,406978,60980,600468
GA,11,2007,9349988,4587739,223425,4.60,21.84001,13.96906,5.05718,409935,208.0,8.1,332374171,134486,45106,24832,950038,387254,235,280,330,155,284,408,518,519,688,848,20991,623,0,623,756,1294,13.6,0,73,107,0.41,22,34,0.39,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,5.15,208016,26096,1895,180025,1217172,283111,641045,122222,1272122,364866,49661,522309
HI,12,2007,1315675,620107,17119,2.70,20.74223,9.55099,2.23656,64793,7.0,2.5,52683981,31690,14055,5697,89629,45380,452,570,687,240,440,630,800,892,1200,1487,1940,623,0,623,863,94,7.5,0,44,7,0.86,21,4,0.84,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,7.25,23262,6338,200,16724,189630,32612,34590,13189,101584,16300,4524,34198
ID,13,2007,1505105,727728,22265,3.00,20.80390,12.46995,3.41147,54921,27.0,6.3,49725930,154234,2511,1619,87068,35990,309,309,309,155,284,408,518,593,717,827,1420,623,32,655,779,149,9.9,0,19,51,0.27,7,28,0.20,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,5.85,23697,1830,201,21666,183874,38087,64361,22415,165308,39147,7776,63603
IL,14,2007,12695866,6322029,338209,5.10,19.49379,11.03085,3.69308,646172,164.0,5.0,536662200,113342,73366,30502,1246400,569073,292,396,435,155,284,408,518,576,804,953,17220,623,0,623,756,1262,10.0,1,67,51,0.57,37,22,0.63,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.050,,,1,5.85,7.50,261901,30502,2327,229072,2026649,279982,614984,90120,1121006,214927,17511,267868
IN,15,2007,6379599,3081532,148831,4.60,17.57428,9.07162,3.13979,271176,54.0,3.3,217005485,38624,120177,41488,587156,253840,230,288,347,155,284,408,518,514,696,865,9323,623,0,623,756,740,11.8,0,51,49,0.51,17,33,0.34,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.060,,,1,5.85,5.85,104366,5639,880,97847,846810,140891,276215,69772,744055,124467,17516,178350
IA,16,2007,2999212,1603626,62786,3.80,20.85981,11.70168,4.50887,136818,22.0,3.0,110484405,15343,42020,16739,238349,108166,361,426,495,155,284,408,518,645,834,1013,4859,623,22,645,772,264,8.9,1,53,47,0.53,30,20,0.60,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.070,,,0,5.85,6.20,44659,3406,728,40525,366521,69468,111339,33203,392976,46075,7846,80795
KS,17,2007,2783785,1411384,60585,4.10,24.83650,14.30631,5.06046,120642,42.0,5.8,105670818,20635,37914,14746,182407,82881,352,429,497,155,284,408,518,636,837,1015,4118,623,0,623,756,319,11.7,1,47,78,0.38,10,30,0.25,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.170,,,1,5.85,2.65,40405,3201,331,36873,262326,69067,121529,38755,344187,56161,11583,87895
KY,18,2007,4256672,1923728,115018,5.60,17.79098,11.66064,2.79090,155495,63.0,6.1,134898508,129242,61171,30061,602022,266673,225,262,328,155,284,408,518,509,670,846,17288,623,0,623,756,653,15.5,1,63,36,0.64,15,22,0.41,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,5.85,184378,12692,1328,170358,707625,129684,262138,50428,548586,155380,20903,228052
LA,19,2007,4375581,1934340,76311,3.80,16.64108,8.85764,3.81732,209013,102.0,9.0,156653000,48206,24374,10988,650357,266075,188,240,284,155,284,408,518,472,648,802,7898,623,0,623,756,673,16.1,0,53,50,0.51,23,16,0.59,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,5.85,162271,16223,1558,144490,981026,128914,328803,47735,583224,177016,16937,231819
ME,20,2007,1327040,666350,33013,4.70,23.60098,12.22765,6.03712,49370,8.0,2.9,47122341,20310,24721,10366,162602,81767,363,485,611,155,284,408,518,647,893,1113,1769,623,10,633,763,142,10.9,1,90,59,0.60,18,17,0.51,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.050,,,0,5.85,7.00,33328,2247,225,30856,305629,24693,43112,10275,108738,20490,3161,33352
MD,21,2007,5653408,2885456,102980,3.40,18.85499,9.18904,2.70129,291347,68.0,4.8,272901349,341076,41997,18534,317825,147191,433,549,664,155,284,408,518,717,957,1150,8285,623,0,623,756,491,8.8,1,104,37,0.74,33,14,0.70,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.200,,,1,5.85,6.15,97858,15155,615,82088,684926,123868,175242,46288,439590,79679,16064,136643
MA,22,2007,6431559,3276532,154422,4.50,17.29441,9.52546,3.31959,379868,35.0,2.3,323230563,104136,91292,45068,456192,239802,531,633,731,155,284,408,518,815,1016,1197,17103,623,114,737,836,707,11.2,1,141,19,0.88,35,5,0.88,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.150,,,1,5.85,7.50,178856,45229,3708,129919,1215160,118072,206456,37507,561853,97809,9145,129261
MI,23,2007,10001284,4678094,356401,7.10,22.11592,11.19159,3.40954,401866,84.0,3.3,348580377,72483,190426,73219,1204409,555744,401,489,593,155,284,408,518,685,897,1100,22753,623,14,637,766,1076,10.8,1,58,52,0.53,17,21,0.45,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.100,,,1,5.85,7.15,228068,16437,1642,209989,1588981,232206,418138,80639,896882,179692,18750,239034
MN,24,2007,5207203,2768068,135385,4.70,15.37608,10.42934,3.43181,259409,56.0,4.4,216557329,103208,63247,26528,276414,131764,437,532,621,155,284,408,518,721,940,1120,9912,623,81,704,813,482,9.3,0,85,48,0.64,45,22,0.67,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.330,,,1,5.85,6.15,78401,10371,723,67307,599100,134671,173753,52982,607537,75670,16970,132657
MS,25,2007,2928350,1220039,82165,6.30,28.64943,16.10545,7.65521,92067,89.0,11.0,86358970,35758,23556,11603,426116,178775,146,170,194,155,284,408,518,430,578,712,6198,623,0,623,756,655,22.6,0,75,47,0.61,27,25,0.52,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,5.85,122745,13239,935,108571,593533,102669,264605,36981,405056,153432,14179,189469
MO,26,2007,5887612,2894771,153836,5.00,25.03138,15.23989,5.43827,241865,80.0,5.5,210909602,99007,91396,37869,823915,301338,234,292,342,155,284,408,518,518,700,860,9601,623,0,623,756,742,12.8,0,71,92,0.44,14,20,0.41,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,6.50,121876,8829,950,112097,868224,134642,263839,60870,639003,141389,22204,217789
MT,27,2007,964706,485500,17206,3.40,21.30280,12.94630,4.77820,35850,17.0,7.4,32182412,145952,8043,3192,79969,34830,376,472,568,155,284,408,518,660,880,1082,1394,623,0,623,756,122,13.0,1,49,50,0.49,26,24,0.52,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,6.15,15629,1090,124,14415,81651,19279,31458,9212,83844,14640,2587,23090
NE,28,2007,1783440,952622,29066,3.00,17.26864,12.13514,3.19266,82506,30.0,6.4,68560802,9709,15218,6667,120634,51845,293,364,435,155,284,408,518,577,772,953,3288,623,9,632,763,174,9.9,0,,,,,,,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.080,,,1,5.85,5.85,23052,2025,242,20785,206387,42087,75634,24783,237410,30975,5790,52966
NV,29,2007,2601072,1245102,61078,4.70,23.18338,13.03809,4.40777,132198,73.0,10.7,106276176,37207,16452,6706,122224,57023,289,348,407,155,284,408,518,573,756,925,3299,623,36,659,782,250,9.7,0,27,15,0.64,10,11,0.48,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,6.15,35548,9092,664,25792,175015,51749,95789,24551,193461,39168,6698,59981
NH,30,2007,1312540,713782,26251,3.50,15.59196,9.58554,3.70859,59768,7.0,2.2,56949078,16509,10971,5118,59101,28852,556,625,688,155,284,408,518,839,1011,1166,2087,623,27,650,775,76,5.8,1,236,159,0.60,14,10,0.58,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.000,,,0,5.85,6.50,15119,852,160,14107,111556,17411,24723,8292,113628,9893,1708,21016
NJ,31,2007,8677885,4264617,191689,4.30,15.38704,10.99906,3.42013,489217,151.0,7.0,439410314,352711,83044,35063,414503,198725,322,424,488,155,284,408,518,606,832,1006,10896,623,31,654,778,742,8.7,1,48,32,0.60,23,17,0.58,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.200,,,1,5.85,7.15,156374,33859,911,121604,902928,150502,270295,59212,654779,105001,13842,148680
NM,32,2007,1990070,903919,32545,3.50,23.04009,13.19052,2.57932,80753,52.0,9.9,63609396,46008,35652,14074,233918,92093,310,389,469,155,284,408,518,594,797,987,5454,623,0,623,756,271,14.0,1,42,28,0.60,24,18,0.57,0.0765,0.3400,0.4000,428,2853,4716,0.0765,0.1598,0.2106,0.080,,,1,5.85,5.15,56387,8404,478,47505,415611,64417,133580,23523,221055,84095,12276,121994
